time,load_shortfall_3h
2018-01-01 00:00:00,8623.586666666666
2018-01-01 03:00:00,2211.5366666666723
2018-01-01 06:00:00,2315.870000000002
2018-01-01 09:00:00,6466.509999999997
2018-01-01 12:00:00,7206.254999999996
2018-01-01 15:00:00,7465.021666666667
2018-01-01 18:00:00,8495.316666666666
2018-01-01 21:00:00,8420.326666666666
2018-01-02 00:00:00,8327.346666666677
2018-01-02 03:00:00,3689.2600000000025
2018-01-02 06:00:00,3841.9233333333373
2018-01-02 09:00:00,8973.163333333328
2018-01-02 12:00:00,9612.906666666666
2018-01-02 15:00:00,9841.916666666675
2018-01-02 18:00:00,11721.653333333337
2018-01-02 21:00:00,11924.44999999999
2018-01-03 00:00:00,8499.553333333335
2018-01-03 03:00:00,3527.6633333333343
2018-01-03 06:00:00,3082.0400000000027
2018-01-03 09:00:00,6130.993333333331
2018-01-03 12:00:00,5171.353333333334
2018-01-03 15:00:00,5357.446666666669
2018-01-03 18:00:00,5518.466666666667
2018-01-03 21:00:00,5517.306666666667
2018-01-04 00:00:00,8050.510000000001
2018-01-04 03:00:00,3788.3433333333355
2018-01-04 06:00:00,3765.3600000000006
2018-01-04 09:00:00,6169.726666666666
2018-01-04 12:00:00,6034.7233333333315
2018-01-04 15:00:00,5822.553333333335
2018-01-04 18:00:00,5684.376666666667
2018-01-04 21:00:00,5000.926666666668
2018-01-05 00:00:00,7300.320000000003
2018-01-05 03:00:00,5031.646666666672
2018-01-05 06:00:00,4770.5733333333355
2018-01-05 09:00:00,6469.410000000006
2018-01-05 12:00:00,6857.316666666677
2018-01-05 15:00:00,5443.986666666675
2018-01-05 18:00:00,5042.706666666671
2018-01-05 21:00:00,6195.000000000003
2018-01-06 00:00:00,11601.210000000005
2018-01-06 03:00:00,9021.493333333336
2018-01-06 06:00:00,8653.93333333334
2018-01-06 09:00:00,10317.463333333337
2018-01-06 12:00:00,10549.69333333333
2018-01-06 15:00:00,10107.513333333332
2018-01-06 18:00:00,9721.106666666663
2018-01-06 21:00:00,10628.286666666658
2018-01-07 00:00:00,10467.900000000005
2018-01-07 03:00:00,8337.74666666667
2018-01-07 06:00:00,8389.000000000002
2018-01-07 09:00:00,9123.353333333334
2018-01-07 12:00:00,10005.08
2018-01-07 15:00:00,10398.843333333329
2018-01-07 18:00:00,10025.68333333333
2018-01-07 21:00:00,10488.38333333333
2018-01-08 00:00:00,11551.64166666667
2018-01-08 03:00:00,9519.13666666666
2018-01-08 06:00:00,9264.330000000002
2018-01-08 09:00:00,10793.503333333329
2018-01-08 12:00:00,11922.48666666667
2018-01-08 15:00:00,12638.023333333333
2018-01-08 18:00:00,12551.27
2018-01-08 21:00:00,12645.530000000006
2018-01-09 00:00:00,11975.446666666674
2018-01-09 03:00:00,8971.809999999998
2018-01-09 06:00:00,9256.503333333325
2018-01-09 09:00:00,11591.290000000006
2018-01-09 12:00:00,14218.18
2018-01-09 15:00:00,14528.503333333338
2018-01-09 18:00:00,13543.136666666675
2018-01-09 21:00:00,13799.44
2018-01-10 00:00:00,12730.693333333342
2018-01-10 03:00:00,10193.489999999998
2018-01-10 06:00:00,9258.473333333335
2018-01-10 09:00:00,13057.220000000008
2018-01-10 12:00:00,13118.170000000002
2018-01-10 15:00:00,12821.356666666672
2018-01-10 18:00:00,13115.39
2018-01-10 21:00:00,12613.553333333337
2018-01-11 00:00:00,13915.460000000005
2018-01-11 03:00:00,11637.380000000016
2018-01-11 06:00:00,10781.720000000003
2018-01-11 09:00:00,11053.61333333334
2018-01-11 12:00:00,12286.733333333332
2018-01-11 15:00:00,12071.706666666663
2018-01-11 18:00:00,13473.053333333342
2018-01-11 21:00:00,13307.716666666669
2018-01-12 00:00:00,12843.390000000014
2018-01-12 03:00:00,12255.346666666677
2018-01-12 06:00:00,11493.049999999997
2018-01-12 09:00:00,14805.593333333341
2018-01-12 12:00:00,17598.11
2018-01-12 15:00:00,18194.663333333327
2018-01-12 18:00:00,18727.22333333333
2018-01-12 21:00:00,18769.47333333333
2018-01-13 00:00:00,10284.466666666664
2018-01-13 03:00:00,5510.198333333336
2018-01-13 06:00:00,6310.976666666668
2018-01-13 09:00:00,5621.963333333337
2018-01-13 12:00:00,8004.0166666666755
2018-01-13 15:00:00,9195.59333333335
2018-01-13 18:00:00,8117.850000000009
2018-01-13 21:00:00,6949.21666666667
2018-01-14 00:00:00,8699.251666666672
2018-01-14 03:00:00,3702.013333333336
2018-01-14 06:00:00,3135.603333333334
2018-01-14 09:00:00,3440.2700000000004
2018-01-14 12:00:00,3990.3600000000006
